index,detected,Oval,Rectangle,Round,Square
347,True,0.25114828888819646,0.013878887393634489,0.40212265377359613,0.33285016994457295
348,True,0.4838575155135014,0.00964444685270338,0.24911968988036376,0.2573783477534314
349,True,0.29642746899000416,0.05177071371701496,0.3424454609818492,0.3093563563111317
350,True,0.3606436734880279,0.025421599621321584,0.3068393904017729,0.3070953364888777
351,True,0.3993946118841279,0.009115630757778404,0.2958334864752064,0.2956562708828872
352,True,0.18165430864512586,0.27687350560669294,0.27870037174936013,0.26277181399882116
353,True,0.26118292307097896,0.07386412478595364,0.35845544436182614,0.30649750778124135
354,True,0.8225432344449483,0.01250800056037899,0.0741885630159128,0.09076020197876006
355,True,0.31181133645221,0.04972886140119363,0.3402691519912998,0.29819065015529655
356,True,0.24704583387200613,0.03228774388788425,0.39434024665896555,0.32632617558114413
357,True,0.23437128856424022,0.16512265606907392,0.29880616971550716,0.3016998856511787
358,True,0.24337832513782687,0.06266467843968876,0.3821869184726412,0.31177007794984324
359,True,0.26574918959435156,0.28286018990124484,0.21339365152395787,0.23799696898044567
360,True,0.23239803012021892,0.05258178528738837,0.39445553336170186,0.320564651230691
361,True,0.20116709776764186,0.1261621918251046,0.36587760351638665,0.3067931068908669
362,True,0.3305586218987118,0.09948139331261506,0.29892877646811994,0.2710312083205533
363,True,0.22590799831418582,0.015411151133182312,0.4180169533131627,0.3406638972394692
364,True,0.35441371365606117,0.10908718859779405,0.26182316345433565,0.2746759342918091
365,True,0.4905379581167122,0.013210123459440106,0.23904950001571348,0.2572024184081342
366,True,0.1833984709691349,0.12047779018227509,0.37428139086724116,0.3218423479813489
367,True,0.31409098929369195,0.040969710075859284,0.3291763225322162,0.3157629780982326
368,True,0.21403234830817697,0.041976152578656625,0.40275884420356295,0.3412326549096034
369,True,0.36646319413437717,0.023187858786606317,0.31210624984936125,0.2982426972296552
370,True,0.18665925265735886,0.2479718039605364,0.3030527894888495,0.26231615389325524
371,True,0.22856186768812586,0.016801796025609314,0.4224907932921573,0.33214554299410753
372,True,0.22819999553848688,0.08045406752938512,0.36410178368369495,0.32724415324843303
373,True,0.24251787900624985,0.0778088710549276,0.35931986585669795,0.32035338408212455
374,True,0.2576530051649745,0.035947140968052786,0.3951603280981117,0.31123952576886105
375,True,0.14791366322500357,0.13835011489557986,0.39931473954121605,0.31442148233820055
